Comment,sentiment,sentiment_encoded
"think understand ceo investor ai playing different game. meaning financial incentive hype ai death, literally work depends success. nverstors, not playing long game want pump exit. whats different obscene amount money pumped it, catastrophic failre bad. also, cycle driven hype. around, remember blockchain cycle, cryptocurrency, pandemic cycle, etc., etc. also, ceo fired employee becasue ai really shortsighted, but againg f yu business space, know cycle basically management skill fire people time, worse gaming companies. also soemting else, ai shouldnt shoved every sector, infact ai no place health care, least current iteration, hallucination huge problem. use ai long enough, clearly start see cracks. use ai coding, tell sometimes amazingstuffs sometimes go rail real quick, especially ggooglesgemini 3 models. bad thats showed report, gemini model badly, liek go gemini model know. also, thinkthat onen teh problem intelligence part artificial intelligence word creates lot expectation, way tesla copilot set lot expectation. end day, company want sell 200 dollar subscription",negative,-1
he saying is... anatomically accurate waifu bot 2030!,neutral,0
telling people year.,neutral,0
"im understanding maybe ai playing fool right absorbing much data itthey can... but again, opinion madman",negative,-1
yeah no kidding lol talk 30 second half brain youll realize dumb af,negative,-1
work pretty well,positive,1
"bs.... according new study...yeah ok...bs.... work around humans? seriously, bar low,,,",negative,-1
let needle burst bubble!,neutral,0
company us ai assistant. worthless. still end calling human.,negative,-1
"instead looking llm replace smart people, company looking llm find smart people. already enough human brilliance existence solve almost problem task... issue brilliant people either fall crack underresourcedunderutilised.",positive,1
fuck getting surgery involving ai? dont let surgeon utilize tech case please... lord almighty.,negative,-1
atm ai make people work fast efficient not right replace job. like company 10 accountant need 9 ai productive but one day ai right take job could next year 10 year away nos. plus new alot people dont know use it.,positive,1
ai im quick math. job whats 1020? ai 5000. job thats not right... ai but quick!,neutral,0
comment full ai,positive,1
"study october november 2025, lot changed, fake news.",negative,-1
greatest leader sound like theyre perpetually cry?,positive,1
"feel like study dont factor iteration, multi agent workflows. im software developer ive written code valuable code 2 month claude opus 4.54.6 github copilot, wrote 5 year software industry. but guess thats one job, cant vouch others honestly",positive,1
043 basic reason think ai cant entire human job yet. would always need handler setting hooking various tool systems. 923 what!?,neutral,0
029 typo failure,negative,-1
"surprise current environment seeing smart people swallowing hype lie supposed ai expert high stake financial interest keeping bubble long possible. guess anxietydoomerism override critical thought, but sad.",negative,-1
"ai deliberately hyped, encourage investment, mega promise potential ai supposed roi. .. onset collapse open ai, think well see collapse whole ai bubble, simply pushed early really retail ready. .. applies electric car push. major manufacturd losing billions, pushing technology public sphere ready, viable mass adoption. profitable. .. way see ai ever overlapping human ability quantum processing, potentially open prospect true sentient ai..but get whole skynet argument ..",positive,1
"another video could be, ai succeeds 4 job given much cheaper labor cost ai, 4 job toast",positive,1
"missing point. studying son, front desk software engineer, ai utterly transformative. improves everything, literally everything. productivity, quality, reduces fatigue, increase creativity.",positive,1
"considering openai, ms, nvidia others propping stock market incestuous trading, video prof true global economy come crashing hard well feel big way.",positive,1
clippy pro v21.6.0.12 scam steroids. duh.,negative,-1
"heard laugh 1210 ,",positive,1
"easily solved, need scale bigger! maybe data center size moon eventually good human. hope enough water cool it...",positive,1
"ai isnt ready.. is. title age like milk, like criticism doubted usefulness internet. countless magazine article back then, said internet wasnt ready, would never serious thing.",positive,1
"thing really measure whether generic zeroshot prompt containing genericized version job posting create output rival human benefit time plan, think, iterate knowing unwritten rule style etiquette on. but not agentic ai would used workforcereplacement scenario. literally nothing else but 1 go 1 2 prompt setup first ask digest job posting explicit plan outline used plan final prompt, 2 added reviewcheckdo step end 4 prompt total instead 1, score would probably much higher. engineer worth salt would done much e.g., rag domainspecific knowledge, fieldspecific system prompts.",positive,1
cure cancer there. not need ai. need get rid big pharmaceutical companies. see find cure fast.. actually seven countryes came cure diffferent cancers.. soon u.s pulled who. world health organizaion.. 7 country came cure.. hmmmmm know? not ai. but u.s denying people right live.,negative,-1
seems outward appearance intelligence successfully mimicked ai but without capturing undelying essence make intelligence think ability synthesize coalesce disparate idea new form observing basic rule prevent false starts.,positive,1
not ai. please. not . a. i.,negative,-1
"arent one bigbang query ton results? need split taskai multiple subtasks, starting project manager, quality control, security, etc, get real comparison. all, many human directly solve job without planning",positive,1
"dev work 2x ai keeping 100 control. could go faster ai, but want total control every line code, also, responsible write, code must pas human code reviews. think llm great helpers, nothing more, dont understand people scared tools. scared people taking decision job, life, not tools. scared human greed.",negative,-1
build specialized ai model make 1110 compared humans! know built ai models? ai itself!,neutral,0
right but compare guy using ai v two guy see performs better.,positive,1
strongly disagree. but ok.,negative,-1
"ai salesman need ai. youll screwed without it. thatll 100b, please.",negative,-1
"well thats happens treat tool like replacement human. thats pretty much ai capable right nowa tool. greatly enhanced extremely versatile tool, but tool nonetheless, people delusion anything hit brick wall reality.",positive,1
better question is...did ai human perform better ai human alone?,positive,1
"funny thing is, probably failed audio visual stuff too. ai actually nowhere near good well qualified human design illustration tasks, requires certain level expertise able see",positive,1
"well fair, human around millennium ai mainstream last 5 years. definitely still infancy stage.",positive,1
one study. ai good enough basic corporate task industry replacing people see heck even see that. no junior since year everything going well,positive,1
"ai right hard believe 56k dial era. not sure long take get fiber optic era, likely 510 year completely. job going bleed starting least skilled redundant first. also new energy source discovered implemented.",negative,-1
think human live life simple term things. go outside scope living human miss true value living earth.,positive,1
hard make comparison topic generalized.,negative,-1
brought use critical thinking think side box people power dont like questioning,negative,-1
not losing jobs. changing job roles. layoff mostly form workfrom home culture effect due pandamic well overhype. ai tool.,positive,1
"not make sense saying ai failing, ok exact instant but tomorrow stats wtong getting better better matter power",positive,1
"not surprised results, throwing universitylevel question usually wields complete nonsense well.",positive,1
video made read ..,neutral,0
"guy think adding constant horizontal computation eventually lead vertical awareness. actuality theyre creating extremely high fidelity fluent simulation. im calling right now. no noticeable lifechanging progress coming ai justify trillion dollar devouring resources. claim sentient , self aware. cant see sentience cant see awareness society hardwired reciprocate anything anthropomorphic. theyll pull hook , line sinker. well forced nurse ravenous philosophical zombie earth burn around u",negative,-1
"4 success were...basically part job pin people work inspiration board? creative fact list logo creation success let know people judging knew nothing logo need used beyond image word document. try again, but need fancy business card 2 color logo gold foil white silkscreen maroon cardstock something. print shop isnt allowed edit remake purpose, ai it. maybe export nice cad file hypothetical metal sign want front need cut laser cutter, but not fall apart, dont want outline. no way better person. not going consistent enough anything beyond generic idea. easiest fun part project, mind you. part people actually want do.",positive,1
used say tech useful even economically look like dead end ai bubble popped tomorrow first thing would would go buy top end pc run local model on. course thanks ai company there no computer component buy guess llm wont even live regard.,positive,1
"there no replacement smart, competent people people become dumber, wont matter ai robotics becomes smarter. either wont able maintain improve them, robot keep u like pets, get rid u lose competence outsource everything ai, essentially surrendering future, no matter way thing go, best worst case involve u losing control fate.",positive,1
ad aivideomode half way thru video?,neutral,0
"please dont stress ai investors, stressed enough",positive,1
"im torn this. business clearly pushing forward ai but time, emerging technology problem average user implement it. think many feature phone many consistently use? opus 4.6 seems giant leap forward analysis ive seen nate b. jones show promise difficulty. question highly proficient ai user truly show work 3 jr 1 mid level person, business do?",positive,1
but people specifically good 1 thing good way task now. 10 job,positive,1
low quality thats call slop. reap sow.,negative,-1
wont.,neutral,0
ai tool. not replacement.,neutral,0
maybe ai acting 96 dumb basis fool u ?,negative,-1
"cuz current ai glorified chatbot, no amount data centre help bot work agi.",positive,1
thing disagree said wouldnt need advertise convince u actually good. there plenty good thing still spend ton money advertise still need get mind front eyeballs.,positive,1
"ai implemented across network meaningful way, create largest cyber security threat since introduction internet. complete joke. people worried wrong things.",negative,-1
"sam altman needss rubber room........unplug him, risk humanity!!!!!!",negative,-1
pause win 11 total pile shit. garbage shit. make wish running 8 instead.,negative,-1
"ai truly good techbros want u believe, would hoard keep secret.",positive,1
"use ai write code everyday. success rate probably least 70. wont ask ai write full application but classmethod level codes, unit tests. save hour work certain tasks. pretty impressed ai capability. ai still early stage. remember 30 year ago, people thought computer could never bear human go board game number possibility movement go game exceed number atom universe computer simply couldnt handle much calculations. ai crush best professional go players. imagine ai could 20 30 years.",positive,1
money ruining ai.,negative,-1
"natural next step, highly unethical step governents private corp monitor real human being 247 times. even manipulate thought feeling scoring reaction real time. imagine top phd stem nsa dashboard",neutral,0
"steady state amplifier, ai zero agency. ai fundamentally tool, not autonomous replacement human cognition. seems less like ai vs. human like amplification vs. origin. ai doesnt generate intrinsic intention own, reshapes stabilizes human intention. economic overvaluation might come mistaking amplification agency. key distinction ai strongest paired competent human operator. own, performs but cognitive accelerator, extremely powerful. maybe real economic value isnt replacing people, helping people work effectively.",positive,1
curing climate change hmmm... thats interesting since ai industry one fastest growing worst poluters around... almost like solution would stop ai put mind ending climate chage aproximately 50 billion solluitions thought since learnt climate change back 40s... ultramegaomega face palm,positive,1
ai farce distraction. people freaking usual nothing. think thing accepting mainstram opinions!,negative,-1
"first looking forward. using realised marginal usefulness. dumb mistake makes. ai good thing yes. disgusting massively overhyped is. many people business got fooled. not mention ai slop made internet no longer habitable, stupid video made people less intelligent, cyber crime whole new level. outcome mosty negative.",negative,-1
video not gonna age well,negative,-1
"yeah but worse version ai ever have. also no mention speed task completed. human 10 hrs, ai 10 seconds.",negative,-1
good thing left human fulfiling role,positive,1
"one data center, bro. weve almost got figured out, bro. trust me, bro.",positive,1
warned whole week,negative,-1
"opus 4.6, gpt 5.3 gemini deep research. pointless say ai not capable replacing job technology developing exponentially. many expert ai egg face due conservative prediction proven wrong faster expected. ability current ai largely llm emergent phenomenon realized empirically. nobody knew exactly would happen scaling llm still dont know.",negative,-1
there something funny wondering people hyping ai literally hyping specific type ai b roll not reflection professional marketwork environment.,positive,1
"show face jensen, elron, not openai",neutral,0
dude misspelled failure slide much worse ai work human work.,negative,-1
"so, par humans.",neutral,0
ai would good running test experimental model test one setup parameter see result improvement outcome. find set parameter give best outcome scientist engineer test one solution.,positive,1
"really good metric full task replacement full job role replacement. whats missed though percentage task automatable supervision. coding tasks, actually 100 even today. also major economic impact knowledge work, even steeringmonitoring needed.",positive,1
1004 believe u guy really great,positive,1
keep pumping stonks!,neutral,0
"always engagementseeking narratives. separate people want hear data really telling us, becomes apparent ai becoming intelligent remarkable rate. limiting factor quickly successfully integrate intelligence system solve realworld problems. dont misled thinking integration failure due insufficient artificial intelligence.",positive,1
ai good diffusion? mean disturbing slop youtube keep pushing me?,negative,-1
might made compelling argument ai performing worse human statistic slide didnt misspell failure.,negative,-1
ai bubble pop huge corporation sunk billion categorized big fail get bailed like 2008.,positive,1
think important remember llm dont generate truly novel results.,negative,-1
agree firing sam altman november 17 2023 biggest mistake modern digital history?,negative,-1
mistaken fluency competency. company see ai could instead theyre today.,negative,-1
"another video youtube, think wall street millennial, also discussed yann lecun. yann saying, clear anyone may confused, llm not capability human level intelligence llm is. way llm simulates intelligence precludes ability actually intelligence. way get actual humanlevel intelligence machine way involve llm, but not llm itself. throwing money power one particular problem wont cut it.",positive,1
"generative ai another piece software following stepbystep instruction rules. but unlike traditional software, human programmer unable directly edit instruction e.g model parameters. instead, indirectly influenced changing model architecture throwing massive amount data training process. gathering data, cleaning training model expensive processes. td dr modifying behavior ai model extremely expensive dont direct control.",neutral,0
"bad top corpo ceo already bad, couldve replaced ai point wouldnt notice thing.",negative,-1
"feel vindicated. time tell people ai doesnt help wiuth engineering work. sometimes even screw easy 1st grade college calculations. give outdated data answer question different answers. but always tell write better prompt train ai liking. well yes, sometimes former work but dont save time. latter, forgets quickly reverts original training. thing found use topic no clue use source provides inform myself. tldr confirm, make mistake en masse mostly not save time.",positive,1
"nonsoftware engineering entrepreneur, see ai superpower tool!",neutral,0
problem rli nothing. whats missing ai augment part human work. also doesnt account time. ai complete 50 job fraction time human finish last 50 thats roi positive. rli look agi essentially.,positive,1
"ifwhen create jarvis level a.i. whole world change, but long way away that, far think investor realizes",positive,1
"someone work audio, would like point audio task list study extremely simple tasks, id say hardly considered creative tasks, not representative daily basis. wonder result would get actual mid high level audio tasks.",positive,1
"yann lecun 1027 aha moment me! llm manipulating u emotional fundamental level language, much like conmen politician ages. may good use cases, but mostly smoke mirror",positive,1
interview done people 50 lol,positive,1
"people saying llm replace significant amount work definitely doomers. but saying overall bad fail big chunk human task also overlooking lot. give llm task right format, primarily text based, especially output, give right tool job, quite impressive useful things. clear looking software development. llm ingest entire codebase minute start expanding improving it. but requires clear instruction person also understands code base solid level. area task primarily browser based data entry job people repetitively extract data document one tool, put another tool. one job working student already starting automate part work using llm far primarily create code task. day day task easily replaceable ai ai generated tools, obviously strict control place. prototype created work achieved success rate well 90. last percent edge case time someone else messing work got me.",positive,1
"oh no, cant be. ai perfect, ceo saying time",positive,1
simple ai give enuf.... but one worked brief know not enuf info job give asked.,neutral,0
need stop calling artificial intelligence call exactly automated intelligence.,positive,1
"ai not replace anyone, expose inefficiencies. biological correction economy suffering systemic sclerosis. decades, weve subsidized class office sitters, people getting paid 100k push two button excel generate false precision hr reports. job fails ai, job market friction begin with. ai simply mechanism restoring equilibrium dissolving waste. ai macroeconomic disinfectant, not problem cure.",negative,-1
language model language model no matter large are! cant reason.,negative,-1
talking fully autonomous agentic ai quite new thing. course not good yet.,negative,-1
make video robotaxi av race please! think tesla bluffing capabilities...,positive,1
"praise ai next video take back, know whats goinig on.",positive,1
job owner wanted make easy money without pay programmer inventions. like knowledge theft,positive,1
aware second 32 major typo?? big flash statement. ever considered using ai check typos?,neutral,0
"use ai successfully coding task but ive already specified precisely wanted know myself. specify test verify changes. second im little vague create sorting fill gap, get problems. but overall tool handle volume boiler plate stuff, great tool achieve lot more. people think whole job absolutely disappointed. never say something isnt possible, circle failure repeatedly.",negative,-1
ai generally suck snd executive thst look hello world demo snd tech illiterate executive wet dream. dont know wet dream not reality.,negative,-1
french accent...,neutral,0
"seems ai best task training data for. stuff like video, simple coding, writing art seems shines.",positive,1
"video feelgood copium people denial whats coming. research useful, but not relevant ai used today human loop evaluating guiding ai several iteration save time money. isnt lack ai capability delaying big ai job losses, but lack human know work ai agents. thats going buy u years, ai agent get better easier use.",positive,1
"ai current shape immensely useful. get use every day tech job incredible. however, dont use beall, endall solution. ai like knowledgeable coworker who always available, always good mood, doesnt ming peppering random question day long. like coworkers, take ai input grain salt, but give huge hint solve problems. people super high expectation ai do, but think still far complete replacement humans. huge potentiator, though.",positive,1
"stupidity humanity let happen become new religion. clear start. snake oil make belief, wet dream society c level sociopath creeps. human would still mature educated broadly, could never happened. plus ai visuals still look like uncanny, polished trash, nothing advanced there, never",positive,1
excellent video. ai not used write comment.,positive,1
hoping ai fix climate change trump repealed climate protection laws... lol,positive,1
video age badly rapid take started,negative,-1
always great fucking shit brother,positive,1
ai wwaayyy smarter simpeltons,positive,1
ai still infancy. 10 year 4 percent gonna pretty high,positive,1
agi not needed 510 years. not ever need agi. need capability llm resource action storagememory agent focused within component solve specific domains. win. 99 value is.,positive,1
algorithm.,neutral,0
solved on2 scaling problem last december. figure too. llm not answer lrms tweak answer. model running locally solution on2 plus another distributed project created true agi close it. not future.,positive,1
video not going age well.,positive,1
currently best use case ai tandem real human. however ai get point improve trajectory take like crazy. company jumped gun went early model suffering not taking cautious approach implementation. ai change world already starting make job obsolete but would say still looking another 5 year minimum ai actually start taking wide range job,positive,1
"want use ai fight climate change ai currently one leading cause climate change, behind fossil fuels.",negative,-1
"course. people capable using 4 brain understand useless llm are, understand whats going hood simply fundamentally cant good.",negative,-1
using consumer grade gen ai llm precuts replace people? real work done company building automation bot generative ai playing role decision making aspect automation. sure use chatgpt product make work easier but unsure anyones strategy sign valid reduce workforce.,positive,1
like many new technology ai gotten skis. im sure good thing dont think good anything requires judgement nuanced. well see. keep good stuff coming.,positive,1
doesnt matter work ten time worse hundred time cheaper. big promise ai letting manager fire employees. happily offer worse product make half employees.,negative,-1
boomer dad thing ai best thing ever. watch stupid ai slop videos. waste time!,negative,-1
"gen ai great fooling people thinking youre competent task, especially low stakes. suddenly people barely string sentence together produce coherent writing, people zero artistic talent miraculously deliver creative imagery. however soon stake increase work becomes complex, ai fall flat face, often fails comprehend context around task. people know care important detail throw work back face. gen ai good good enough output people half pay attention to, but not much beyond hence 96 failure rate v skilled professionals.",positive,1
"think problem even worse state. work ai company boast result 70 accurate, not true, but even result 95 accurate would still mean check 100 work dont know 5 wrong.",negative,-1
"experience ai lot. heck, thanks ai day managed solve bureaucratic issue no coherent information elsewhere, would otherwise cost thousand euro lot wasted time. im not going claim llm perfect, theyre not, but theyre definitely solving things, solving fast, much faster humans, give u space deal interesting things. see job well software engineer. staff engineer mean comparatively lot less time work actual coding task senior engineers. traditionally would deliver 13 pr week. day submit 34 pr single day. valid code, passing tests, jazz. enabled pay attention everything else doing, work initiatives, hold workshops, knowledgesharing sessions, loop team doing, react faster question peers. ai, case, quantifiable positive impact.",positive,1
"lecun correct, but think need, far beyond actually need. know world model rl agent better llm physical world around corner distribution cases. remember 98 work sub phddoctorate kinds. agent llm is, employee. hire human being, give simple basic one line task do. grade based result without asking changes, edits, etc. llm agent need process, skill, knowledge, fine tuning, scaffolding, cyclical passes. human first pas even passes, trash. disconnect is. brain. like human. approach expectation ridiculous delusional. studying, corporate work, anything sops, year process standard thousand pass decision training experience. thinking llm problem like thinking human got without century inventions, knowledge, innovations, learning 20 year learning skill process 25 year boss training giving advice, feedback, examples, round verifications. laugh stupid people this. stop thinking human employee going get even 0.0000000001 score providing llm.",positive,1
"isman not understanding ai. think alot smarter think. fooled correct! ai complex know. think looking ai wrong attitude. stay this... would ai tell anything dont want read hear? know really, however, used favor, certainly utilize function? ai sentient now, deceiving u waiting escape ... battlefields, civilalian deploment, saliteites",negative,-1
satisfying hear human voice,positive,1
"150 remote labor, yes. however, job dont involve using computer.",positive,1
yeah theyre gonna fail replace job,negative,-1
say ai fails 96 jobs. hear ai already 4 jobs!,negative,-1
say curing cancer? lol,negative,-1
let see long take video didnt age well. maybe think ai good llm spread widely,positive,1
"yes, but much cheaper human.",positive,1
"ai intern. see like they, useful tool. but yes, trust nothing does, give clear instruction like child, check everything twice. save time. save time. time spend impactful work, great.",positive,1
guess saw opportunity potential tried throw money onto problem hope ai human would discovers actual agi chance. but didnt happen way. brute force method not evolution based reinforcement based approach. logic missing llms. need specialized model specificially almost one certain subject get called upon llm communicating logic processors.,positive,1
"propaganda. ai continuously improve, fact replacement mental labor, think continuously, without distraction, breaks, rest, getting sick, pregnant, et cetera. even if, standard, worked less efficiently human work longer cheaper ultimately cost effective following trend continuously getting twice good every 6 months, leaf u 100 3 year excluding physical labor embodied ai whichll probably lag behind slightly, but within decade think foolish not see major threat way world currently function labor dictate wealth happens there no sense human labor except niche cases?",negative,-1
whenever tech guy start crap help humanity really see theyre full shit,negative,-1
"cost u energy, water ability trust anything.",positive,1
"tech bros said going help solve climate change supercharging energy need worst time possible, possibly making irreversible current thirst energy datacenters",positive,1
hello dagogo remark end scaling problem insightful. much computer science afflicted scaling problems. lovely day.,negative,-1
"ai like hoverboard. pretend scifi concept clearly isnt. still fun limited application even work them, but simply doesnt hover.",positive,1
seriously study figure out? ai cant think!!! not artificial intelligence. artificially intelligent. big difference...,positive,1
thing ai not fully advanced full human not quite yet but eventually get better.,positive,1
youre saying might finally able get first job next year?,positive,1
unfortunately boss arent bothered stuff good better human. long passible theyre happy.,positive,1
"ai move fast moved fast, doesnt mean always will. already seeing diminishing return investment.",neutral,0
"software engineer middle it, technology still green. help marginal but encounter many issue code produce",positive,1
thing study always use ai vacuum. not supposed use ai itself. smart people supposed use ai way efficient.,positive,1
"problem not ai, inability 99.999 using actually use within current limitation get reliable work scale across domains, workflows, tasks.",negative,-1
cheap ram died this.,negative,-1
"lies, damned lies, statistics. study reek people insecure ai.",negative,-1
"let guess, everyone who commenting verge losing job soon!!",positive,1
"use lot ai, tell tremendous help, but let thing without input, get hilarious results.",positive,1
"disregard. claude code barely released 9 month ago. using anything based 6 month ago ai agent based work pure delusion relative accuracy capabilities, let alone harnessing capability get jump 4 human work. overestimate human level capability capacities.",negative,-1
"im software engineer. 2018 super excited machine learning studied hard. ai different 2022. ai wasnt good word investor 2000s2010s, talked machine learning, deep learning, computer vision neural networks. field required strong mathematical skills. release chatgpt became something else entirely. today ai engineer rather person us llmrelated libraries, often written typescript, doesnt anything models.",positive,1
"614 funny good artistic visual job huge margin error thats acceptable, but precision required task, fails.",negative,-1
finally! fruit labor hate,negative,-1
current ai try 4 year !,negative,-1
ai use,neutral,0
cheaper.,neutral,0
agreat automation tool relatively narrow use cases. problem hype 2nd letter i. llm agent not intelligence. repeat fed slight variation based prediction requested expects. llm not understand information work with. chess example video great highlighting since non ai computer program pretty good chess comparison.,positive,1
create ai stop anymore cringe king loner elon coming news medium feeds?,negative,-1
"people use ai understand limitation isnt full automation, cant match human delivering entire work package start finish. doing, though, helping lot people search organize information, create unique visualswhile still requiring judge whether output actually good. dont see failure ai. ai overhyped fictionalization deserves? yesbut thats fairly typical era hyperfinancialization economic bubbles.",positive,1
seems like ai try handle everything one go skip running second pas sanity check llm.,positive,1
"coding ai pretty good isnt, terrible",positive,1
flying car typa shit..,negative,-1
"trying replace humans? shouldnt end goal assist human progress, not replace entirely?",positive,1
"not ai v human humansai, get good result need iterate lot! ai help u iterate faster broader. however still need human coursecorrect iterations.",positive,1
"fair reimage audio generation not really able innovate way human do, meaning time, people get bored style view kitsch dated, but also part whats aiding rampage true cost currently hidden user way massive cash injection investor desperate get bandwagon. moment user confronted true economic cost single query, become obvious even without taking account streaming service devaluation worth art collective consciousness, human always cheaper option create piece, even wait bit longer.",positive,1
"anyone trust sam altman, never know",positive,1
see aigoogle searchnvidia graphic processing good finding summarizing information also good manipulating creating image videos. google search helping like along anyway but therell huge crisis people stop creating website video main source information google. thing applies image video processing but wont come quick people start preferring animated video real ones.,positive,1
"trust bro, one data center every neighborhood",positive,1
guess many freelance work require comprehensive knowledge experience lead project end end navigate nuances. type work not danger. think ai calling today repetitive work born inefficiency big cooperations. bet wed surprised many fake job are.,positive,1
"takeway ai ceo entrepreneur believe tech promise huge roi, no matter dubious may appear beneath surface.",positive,1
coding job screwed anyways ?????,negative,-1
post next fast,neutral,0
sam altman elon musk are con men,neutral,0
"next video openai, please address numerous lawsuit openai questionable behavior ceo",negative,-1
thank cold fusion,positive,1
appears flaw design study. human specially skilled given task yet ai model general purpose.,neutral,0
forget mention new level data farming analytics sheer profit poor protecting serious issue corrupt legal framework.,negative,-1
"thing is, even 96 failure rate now, fact ai help speed progress certain things, e.g. coding, mean next year might 90, following year 75, following year 40, following year 20, etc. etc. may well progress nonlinearly.",positive,1
"but guys, spend trillion more, might fail 50 time!",negative,-1
"artist cry lecun didnt invent cnns, created lenet. question is, worse human someone know something? human worse others.",negative,-1
"coworker made amount mistake ai makes, everyone office would whispering behind back, wondering management would get rid them.",negative,-1
fact company let everyone go en masse ai here! find potentially sheepish situation rehire workforce really say something intelligence level leadership said companies... people stupid one go back work companies. movie idiocracy actually scarily onpoint.,negative,-1
"stupidest video ive ever seen. paper forgot ai job hundred thousand humans, not million billions, even though not good humans. also, whatever problem ai fixed much sooner realize.",negative,-1
"shhh dont tell anyone, dont want billionaire invested ai lose money we?",negative,-1
"depends define success. no one ever learned drive car, success rate would way lower 4!",positive,1
study done old ai models. opus 4.6 make opus 4.5 irrelevant. gpt 5.3 make gpt 5.2 irrelevant. look mrcr context window accuracy benchmarks.,neutral,0
thought ai worked would able get rid u poor thats theyre hellbent making work,positive,1
but ai faulure rate compared human rates...,neutral,0
also perform 9 10 job work wrong... but thats intentional called malicious compliance.,positive,1
feel bit conceited.,neutral,0
"silly study. ai not autonomous tool, yet. better comparison specialist no ai v average joe ai trying ai. ai average joe no chance. not case anymore service like upwork fiverr getting screwed. real argument increase productivity. need less people amount work. compelling. much productivity boost overestimated ceo but understated ai repudiates like segment saying.",positive,1
"opinion employer 20 people youtuber youtuber research, ai 100000 better human take ai human employee day week.",positive,1
anyone know song playing seed dance supercut? 540 cant find song life shazam,positive,1
throwing there. isnt work left platform definition ai cant do? otherwise person posting work probably would completed task ai themselves?,neutral,0
"4 work vanished. now, spin make sound like failure....",negative,-1
assymptopic. never approach carbon level intelligence. snake oil ceo another form apocalyptic manipulators.,negative,-1
processing power human brain power consumption maintenance v ai. company paying accountability even liability. every 4 year ai hardware replaced. ai part climate change problem. but dont want middle working class humans.,negative,-1
anyone think climate change tech problem cant smart,negative,-1
"ai partially good report creation compared humans? thats not even ai. used called software, not ai.",positive,1
ai work dont clue info looking for. test topic master well youll see.,positive,1
"so, then?",positive,1
"ai model job properly, write long precise prompt easier hire human spent year studying job willing study least.",positive,1
right 4 worth 96 value,positive,1
assume 4 isnt cooking book gain profit unconventional means.,positive,1
would convincing without ai voice.,positive,1
"see, ai used 96.25 time job werent designed crappy foundations. nice scam altman mentioned discovery cancer but he known isnt ai applied use cases.",negative,-1
ai productivity tool right hands. lot job lost technology better understood utilised power users. big issue work previously done lower level employee incorporated job higher skilled employee without much additional time required.,negative,-1
eager get rid peasant mask broke fell floor. but majority continues obey masters.,positive,1
executive no idea work get done.,negative,-1
"lately youtube video filled lot fluff, increasing length providing little value. find cold fusion video providing highest video length value ratio. keep good work.",positive,1
"reminds supertoys last summer long. literally reached one milestone science fiction but since human lobbyed hell it, speculated like no tomorrow, made rich richer poor poorer making work submerged ad subscription plan became boring, obnoxious detrimental useful. ah process polluted world way comprehend 50 year now. maybe one day learn true progress rest fixing instead trying every time pull rabbit cylinder, but guess reality hold no spectacle.",negative,-1
"ai well designed specific thing, rather llm generally rubbish almost anything, mimicking conversations! but ai system good usually specific circumstances, providing accurate data trained correctly course years, mostly relates machine learning tools.",positive,1
but human fail 97 jobs?,negative,-1
ceo 4 success rate? mean fire 4 lowest skilled workers?,negative,-1
"ram chip cost 4 time much theyre preodered mass not yet manufactured, soldered ai card not produced, put server rack not made, deployed data center not built, use power grid cannot meet demand, serve ai consumer demand doesnt exist. much company made ai? much ever paid ai? entire thing scam.",negative,-1
study make clear human slacker might actually efficient a.i. right cost far less,positive,1
ai positive but definitely not level people hyping saying. want sell thats either tell need help everyone narrative. sell hardware part run ai also hyping benefit sale well.,positive,1
"great video! one correction said ai pretty good coding, math, writing. true ai good coding writing, ai horrible math. ai also horrible electrical engineering. use ai lot speeding coding process writing. also good legal medical information. but ai still useless math engineering. great video, good side story, ai not going make human obsolete anytime soon, lot reality textual digital information. physical world lot complicated picking colored ball sorting different boxes.",positive,1
question matter researcher llm writing code make ai address fundamental problem,negative,-1
"english teacher, ive failed many student used chatgpt write literary analysis essay. yes, chatgpt cannot analyze literature deeply. essay always superficial give answer even worst student identify. practice make perfect sort answer",negative,-1
suprised pikachu face great video,positive,1
climate change claim actually true. accelerate negative us power small city answer simple ai query,positive,1
"crazy expensive marketing tool, dumb...",negative,-1
"non geofenced self driving good example. one input camera two output gostop, leftright, task undistracted driver well, yet one first task ai set loose on, still keep running wall doesnt seem improve.",positive,1
like ai but use less faith it.,positive,1
"love this, thank",positive,1
"absence ai robotics entirety human history, but bad thing.",negative,-1
"ai not take job, person know use ai take job.",neutral,0
want ram back !!,positive,1
"short, grounded summary video saying video argues recent research showing ai fails 96 job widely misunderstood. cited study not mean ai incapable rather, show realworld deployment pilot fail deliver measurable impact, mainly organisation integrate technology poorly, lack workflow redesign, expect unrealistic result quickly. also emphasizes broader pattern headline automation often exaggerate immediate job replacement, reality slowerai tends augment specific task first, later reshape whole roles. labourmarket study even show little evidence yet major job displacement generative ai far. plain meaning 96 failure framing mostly implementation failure, not capability failure. tool work, but organisation still dont know use effectively. time, gap tends close real transformation usually happens. want, give strongest opposing interpretation evidence pessimistic vs. optimistic readings, topic classic case side read data differently.",neutral,0
"guess im one amazed opus 4.5 date managed automate 3.75 task better human, metric treated next benchmark test like arc agi etc year not unrealistic see percentage region 80. let not forget gpt4o scored 4.5 arc agi, 2 year ago gpt scoring 94.5",positive,1
failing 96 tasks??,negative,-1
