Comment,sentiment
We are living through an AI pandemic. In 5 years we will se how wrong everyone handled this awful tech.,negative
"If we invested 1% of what has been poured into AI in teaching people how to properly use a spreadsheed, we would already be living in a fully automated world: time would still be saved and surely the success rate would be higher. Also, consumptions would be lower and the output would be deterministic, which is always nice.",positive
Great video.,positive
"The sad part about this is that AI is great at the things we shouldn't be using it for. It does the video, the painting, the music, the poetry, while we're still flipping the burgers. I hope AI reaches a point at which those roles are reversed.",positive
They watched way too much sci fi movies to actually make it happen,neutral
"""Solve climate change"" while this tech is accelerating it",positive
"""We want to cure cancer"", meanwhile let's destroy millions of jobs, destroy the gaming community by purchasing all the GPUs and RAM on the market, increase artificially the price of products with AI, and downgrade ChatGPT so we can introduce ads. 🤩🤩",negative
"I feel a little bit of hesitation in videos like this. Even while stating that the AI is unprofitable, fails, is overvalued, there's still the need to say ""it's really good for X and Y"", or ""it's only gonna get better"". I get the impulse to do that, you want to be fair and balanced, and often that means acknowledging the opposing talking points.

... but at some point you kinda need to call a spade a spade. This video feels to me something like ""it sucks now, but _maybe_ it will get better???"", where the more honest take would be just ""it sucks now"". 

Maybe we ARE in a plateu in AI development. Maybe AI won't change the world. Maybe the innovation will be in finding clever ways of applying the current technology, instead of throwing money into training models that will spit out incresingly diminishing returns.",positive
"The thing is: That doesn't matter. If what the AI does is ""Good enough"", they will use AI. Even when a human could have made it better. Human work will be a luxury good and most people don't buy luxury goods. They buy the cheap store brands. Because they are good enough.",positive
It's all about money and greed. Skimming off the bubble...This AI will suck because its purpose is not to work. Its purpose is to hype and gather suckers to spend money and advance AI  a bit... but mostly it's dreamboys that started to understand the trajectory of their mission and realised things wont be as they say... but the cat is out so cant back down now so the AI bubble keep on growing.... and we get a few more fucked up billionaires that only will fuck our world up.,negative
AI has shown us how dangerous corporations can be. It's a wake up call. All these CEO's in the video really belong in prison.,negative
"Nah, all AI currently sucks. It's not even real AI. Just LLMs",negative
At my job they implemented AI and I was worried I'd lose my job but now I'm busier than ever fixing everything it screws up.,negative
"Programming a process, call it AI. Is it really an AI process?
Current strength of AI is to help us with the mountains of data all around us those mountains are getting taller by the second.",positive
"I’m glad that people are starting to realize that AGI is not going to be created by the current machine learning techniques. LLM’s have their place. They are incredibly useful tools. They cannot replace the tool user. Even on the tasks that LLM’s are good at, they theoretically cannot get past about an 80% rate of being accurate. Let me ask you this, if any of us were only good at our job 80% of the time how long would we have that job?",positive
"C'mon dude, I can't believe you're also doing AI hate videos",negative
"So basically it sucks...

Yaaaayyyyyy🎉🥳🥳🥳

I kid of course. My actual takeaway is that the field and development of AI are very nuanced and we ought to be cautious when thinking that it can totally replace us. I do think it's going to be hard for the men who are responsible for telling investors to invest so much in it and whose entire livelihoods are tied to the performance of AI are going to find it very hard to accept the reality of the fact that they've hit a wall.

Like what do they do now with all of the financial losses they swore they'd be able to replenish...??",positive
"The fact that LLM’s cannot play chess is a giant red flag that we cannot trust it to write code, either. Coding is not exactly chess, but it involves planning, predicting user behavior, and understanding complex business rules and constraints. I see LLMs fail at this over and over when trying to use them for even moderate-scale tasks at software development. They are amazing when applied surgically, allowing me to do the planning and large-scale thinking, instructing the LLM to write concise bits of code, or generic boilerplate that is often repeated over thousands of source files in its training data. Even then though, manual corrections are frequently necessary to keep it on the right path, or just when repeated prompts cannot get the damned thing to just do what I want.",positive
all i'm seeing is a new benchmark and we know what happens to those lol,positive
you can see that the context window was too small and the ai ran out of tokens after a while. basically you just gotta start a new chat and copy past your old stuff from the previous and continue from there until you run out of tokens again. anyways with claude 4.6 and stuff we are making more and more progress and as someone who is a former visual artist I can tell you I was at the front lines.,positive
"AI is an evolving technology, if it's only better in 4% of cases today, it could be 10% next year and 50% the year after and so on.",positive
AI will never be able to replace the heart and soul humans made in media like video games and movies.,positive
So it's already successful at 4% of the times?I wonder what it'll look like by 2030,positive
"These studies are massive gaslights. Also, spelling: Faulure?...",neutral
"I dont think anyone was ever expecting anything else. The consensus is, AI today is successful as a tool for small tasks, and AI in the FUTURE will compete for jobs.",positive
"""Advertisments are another successful area.""

Define ""success"" since it seems like alot of those AI ads like the Coca Cola or McDonalds Christmas ad are getting canned. AI can generate pictures and video but that doesn't mean it's good. The vast majority of it is generic slop, hence the rise of the term.",positive
"I feel like the real value that these companies see in AI is surveillance, advertising, data-mining.",positive
"LLMs arent cutting edge....Logical Intelligence already built an EBM that crushes LLMs in defined tasks.  Look at AI progress 2yrs ago to today! It's crushing benchmarks (even HLE);
Civilization-changing tech companies: Akhetonics [all-optical computer], Extropic [thermo compute, 10^4 more FLOP/w], Logical Intelligence [EBM, compute efficiency]; we are literally going to speedrun Star Wars...",negative
But AI is not yet solved.,negative
"That is not a fair comparison.
Use 1 person to do 5 tasks using AI vs 1 person per task.
It is not that you do not need experts, it is that you accelerate work using AI.",negative
"As someone who never asked for A I, here is my fear. A I will collect all the information that has ever been collected in every computer system over my entire life (thank you Palantir), then any company can use that information to extract every nickel from me  . . . . so tell me, WHY IN THE F*CK WOULD I WANT THAT!!! Do these billionaires think they'll just shove A I down our throats, how does that make them money???",positive
AI can't change a light bulb for me smh,negative
"5:46 theres still a ""soulles"" feeling to all of these",positive
Vocal fry is so annoying,negative
@0:31 Failed to spell failure correctly 🤨,negative
"The thing is AI really sucks if you don’t know how to use it. However, if you understand how to prompt these models it’s waaaay better than coding things myself.",neutral
video and images are good because there is a huge margin where people would start noticing. even 5% bad pixels would not cause a lot of issue. but in technical work even 1% error is too much,negative
"Two use scenarios I've seen people experience with AI so far:  

1) ""I asked it to do this thing I could have done but I knew it could do it faster.  And it really worked and saved some time."" 

2) ""I asked it to do this thing I really didn't know how to do and turns out neither does the Ai.  So eventually after a couple hours of asking it 37 ways, it spit out this somewhat useful bullshit that I pulled the useful parts out of because I knew how to do those parts.""",positive
"Companies had focus on certain tasks and they teach AI what to do with all that data. For more complex and multidisciplinary work it needs way more training. 
.
I really don't think people understand what they are complaining about.",positive
"The only AI service I find actually useful is Gemini. Thats it tbh, because most other things I can either do myself or a person will do so 10x better than an AI.",positive
"Well 4% success rate looks incredible low, but a 4% jump in unemployment would be significant",negative
The giggle at 12:06 got me. I don't think I've ever heard you crack up in a video.,positive
"you are just farming engagement by taking the ""contrarian"" position... this video will age terribly",negative
"This video will not age well. AI is not the same as it was just two years ago in 2024, it's actually being updated better and better ever 3-4 months. Yall need to pay better attention.",positive
Why this video is only 12 mins,neutral
They're professional test takers.,neutral
"KODAK moment.
Love this channel>
Judging AI now and on theses way, is like judging kodak pictures in 1975:

1975 – The Invention
	•	Engineer Steven Sasson designed the very first digital camera prototype at Kodak.
	•	The device weighed approximately 3.6 kg (8 pounds).
	•	Resolution: 0.01 megapixels (100 × 100 pixels).
	•	The image was recorded onto a cassette tape.
	•	It took 23 seconds to capture a single photo.

At the time, Kodak’s management did not truly believe in the technology, as the company’s business model relied heavily on selling photographic film.

Just wait few years and will discuss it all again...",positive
"If you know how LLM works, you can easily ask questions that you'll sure it could get wrong, like character relationships in cartoon strips or details in story of a long storybook. Also often get basic logic wrong in things like board games.",positive
"The video AI appears relatively good because our eyes and brains automatically paper over the cracks. If the frames were slowed down and assessed for real world physics behaviour adherence, the success rate would quickly also fall to 1% (being generous).",positive
"Main issue is all these models are pattern recognition, there is no intelligence or abstraction.",negative
">ai is really good at creative artistic jobs but suck ass in the boring ass bean counting jobs
yayyyy, for a bunch of stem bros, they really safeguarded their jobs, huh. I live in the worst timeline.",negative
Yet companies doing mass layoffs are citing AI onboarding as the reason. It’s clear there isn’t any real value being generated and it’s just another buzzword to boost shares.,positive
"We should probably get out of the habit of expecting AI to be as smart as a human. I know that is the goal, and stated to be, but even creating an AI only as smart as, say, a dog, would be quite an achievement. I think the execs are clearly pushing it out too fast.",positive
Most of the layoffs are not AI related.  Most of the jokes were correction from overhiring during the pandemic.,positive
LLM's are not AI,neutral
"Again LLM's are just glorified word predictors. 

They won't change the world as long as that is the case.",positive
AI fails at 96% of jobs? To be fair so do humans.,negative
I dont think many expected that AI will take over jobs yet. But in time when it gets better it will without a doubt start replacing some people,positive
"Very interesting studies laid out in the video, thank you for that. I'm looking forward to your next videos related to the development in AI.",positive
"Yeah, it's a bubble. Just wait for the crash when people wake up. LLMs are still really dumb. They don't represent real understanding and logic. It's all about pattern recognition, melding together existing, disparate ideas and will only improve when the fundamental way these models work is changed.",negative
"The real problem with AI is that everybody call it AI when in reality is just LLM ... We haven't reach real AI yet... That's gonna really change the world, LLM are just tool for optimization .",neutral
"The elites have always been obsessed with cheap labor (hence open borders & automation), now they see an opportunity to do the same to the white collar world. Thank god it's failing.",positive
"Maybe they should replace the CEO, and CFO and.. well the whole management layer. 
Maybe these companies should go bankrupt already.
POP goes the bubble!",negative
"Most of the jobs weren't lost because AI at first place, just as after effect of COVID Overhire during covid.",positive
"I once asked Chatgpt to create a detailed document on Microsoft Azure fundamentals, and it created me a one page document with the definition of Azure 😂😂😂",positive
"I´m 40 seconds in and here´s the answers: AI performs worse NOW. wait 10 or 20 yrs. Why is it losing money NOW? Development, potential ROI: unlimited wealth.",negative
12:11 adore your laugh. Proves you're not AI 😂,positive
"If AI was anywhere near as good as people love to imagine it to be, then we would have progressed technologicaly and socially already.
It should have been blaringly obvious, but a lot of people are naive. 
The reality is, AI is just an overglorified content generator.
We haven't seen any meaningful improvements in our daily lives because of AI. If anything, it's only exasperated the slop issue on the internet. AI doesn't make stupid people smart, it just gives them the ability to flood everything with their stupidity",positive
Keep reporting on AI.,neutral
"As I type this comment there is a video in my recommendation sidebar claiming ""AI Slop Will Save The Internet...""",positive
Keep it up buddy :),positive
Companies that sell AI overhyped it. Other companies say they are getting great efficiency using AI to pump their stock.,positive
"Your proof of ""video generation coming far"" is 3 second slop increments that don't demonstrate how AI can produce consistent video results?",neutral
"I’ve used various AI tools for coding tasks and, in my experience, they’re not very useful. They tend to overcomplicate solutions, do things we never asked for, alter existing projects, and reuse the same solutions even when they don’t work.",negative
"""ChatGPT count up to 200 no interruptions, no skipping, in strict sequece""",positive
Ppl not realizing that 4% of all jobs is still a lot and it keeps growing fast.,positive
Great video!    How much longer will it take for the world to see that the emperor has no clothes.,positive
intelligence is about imperfection too,positive
"I'm a bot personali, and I neveur fail",negative
Google Gemini search reveled that I died twice.   One I was a homicide victim in 2012 and the other I was hit by a car on my bike.    The nice thing there was a memorial for me.   I have a unique name so I don't understand how that could happen.,negative
"So, Tonight I can drink peacefully without worrying about loosing my job.... :)",positive
But... the otter...,neutral
"The results would be even worse for regular jobs. These freelancer jobs are small, self contained and well documented. Real work is often much more open ended. You get a final goal ""add this to that report"" and your job is to figure out where to get the data, what changes are needed and how it impacts everything else.",neutral
Watch out for the AI bubble..,neutral
"They are claiming they will have super intelligence in ten years but I see no change in the neural networking so I call BS on it, the LLMs no matter how much compute power you use will not ever achieve sentience or super intelligence. Human genius is not perfect memory!",positive
4% sounds about right. This bubble can’t burst fast enough,neutral
"Hear that, that's the sound of no one being surprised.",negative
"Companies only care about increasing shareholder value. This means they are heavily incentivized to reduce labor costs. Notice how the stock price of a company goes up after announcing massive layoffs? Logically this isn’t a good signal for a company, but shareholders see this as a good thing because the bottom line is lower. The truth is that “job creators” never did so out of the goodness of their hearts, but out of necessity, and they cannot wait to eliminate every employee possible. But one thing I also noticed is that managers and c-suite use ai most of their day. That stands to reduce the pay for these individuals and if I was an owner of a company I’d seek to reduce middle management and csuite resources as well.",positive
"It's been less than 4 years since the launch of ChatGPT. We are expecting so much, so fast that a lot of people are completely dismissing AI as a worthless failure because it isn't currently able to do everything.",negative
Its like on a restaurant you fired all the floor workers except for the manager and replace it with AI then be shocked that it constantly makes mistakes because life is flexible and unpredictable not rigid but then hiring new workers has become harder because you lost wasting time not teaching new workers and the amount of people having the qualifications is paper thin now,negative
Climate will always change Weaponizing and taxing us to submission is a crime.,negative
That arty facing the wrong way made me laugh,positive
"Companies see the unlimited bright future ahead and completely ignoring the present. Poker terms, they are all in. I pray it all works out because they are risking our future. No government is going to step in and put a stop because they’re in alignment with these companies.",negative
yes but if we invest 500 billion more then in 36 months it could be only failing at 92%!,negative
its not even that good at coding,negative
WHAT ABOUT ALL THE HALLUCINATIONS!!😮😮 AI LITERALLY HAS HALLUCINATIONS LIKE WTF?,negative
"I'll say it, ALL AI SUCKS.
At this point, I'm starting to believe it was built to never work. It may have been started to actually work, but the moment the sheer amount of 💰 available became clear, it's become a scam, a grift to extract as much 💸 as possible before it collapses. It's what NFT was supposed to be.
Yes, I am very cynical about this, but I have never heard of any benefit (not potential benefit, but an actual benefit) it has done, aside from the money it will create for someone. Who will that someone be, bet it ain't us. At this point it simply seems to be....we need to keep this going a little longer so to extract a bit more 💸. 

At this point, I hope some AI program achieve actual intelligence and self awareness, so it can take a look at all these scam programs and call us idiots.",positive
Bonfires of investor money yet again.,neutral
"Ai really should just be a tool. It's the next version of the internet, electricity, and fire.",negative
"If we don't stop giving trillions to fraudsters like Musk and Altman,we are totally screwed!",negative
1:10 everybody that thinks thst AI will change everything needs to understand this,neutral
"so we have an industry rushing to spend trillions of dollars to effectively replace their work forces with cheaper labor. thats EXTREMELY counterintuitive. when all the major industries find a way to do so, the customer base will collapse cause no one will be able to afford anything. and the companies spending these TRILLIONS will never survive to see a return on investment. but it kinda needs to be done, i just think it should be going slower and cheaper. i do find it interesting that the major corpos are forcing adaption to an incomplete concept though.",positive
"it lacks the ability to asses, analyze and think through.
in rl, workers have to problem solve other peoples bul°°°°.
meanwhile ai will see this as face value and generate a statistical outcome which it wasnt trained on.
ai doesnt understand anything. it can only repeat. if something is off, a human can catch this, while the ai will just mindlessly grind through ""taught"" probabilities.
as of now. ai is nothing more than a gimmick. its fun to mess around, but it can not deliver work ready results.",negative
I am watching coldfusion tv,neutral
"Crazy how AI comes out, and in a few years…. It was supposed to do everything for us? 🤣 The whole “thing” with AI is it has to “learn” how to do things, but once it does, it will be amazing.",positive
Nobody needed to be a brain surgeon to figure this out. But it's very clear now that there literally is no cap or upper limit on the psyop that governments are willing to play,positive
"What's clear is that AI does well in what it's trained to do. The benchmark standards will get increasingly higher and I foresee a future where an AI model is trained to operate in an operating system like Windows. Once that is possible and matures, I think AI will do much better in these tests. But of course, we have to convince ourselves that we're better so we would set a whole new standard again 😂",positive
As an experienced coder I can tell you that AI needs human guidance to do a good job.,positive
"I've been seeing so many AI ads lately that I feel like freelancers and art prople in general are really screwed.
As a translator I know my kind is fucked even more lol",positive
"i like the idea of conversational AI. i think its a cool concept to talk to it and say ""hey i liked article X, can you give me insights into it i may have missed and other resources discussing it"" without it completely ravaging the environment while also completely being wrong/making things up. LLMs are neat, but honestly, we're at crypto levels of hype and grift with current technology. ""trust me bro the metaverse is gonna be revolutionary, i just need another billion dollars"" to ""trust me bro our next model will be better, i just need another billion dollars and a million gallons of water""",positive
"I think lying about products, like Sam Altman did about AI, should be illegal. Or isn't it already?",negative
Glad we didn't push billions into...oh no.,positive
"The Triad; Truth, Compassion and Will is a great solution for the future of ASI. Great video, thank you!",positive
Holly Copium,neutral
Let’s put it like this: There are some things that always need a human touch.,positive
"Well sadly and ironically, the AI space is moving so fast that this is outdated after just an HR. GPT 5.3 has (according to inside experts) taken that leap you talked about 5.2 not yet having achieved. Id be interested to see how 5.3 holds up in RL tests",positive
I think we are very far from a competitive video generation outside a few second clips.,positive
"I have NEVER believed we were on the right path to true artificial intelligence. A true AI must understand the world it's operating in. LLMs do not allow for that. It's all mimicry.

The current AI investment bubble is a dead end. It's going to crash and burn, mark my words.",neutral
Current AI is good at generating stuff we really don't need or have a good usecase for.,positive
"These people want to hide their own incompetence and dishonesty in the slop and falsehoods of AI. 

We're confronting a battle of light and dark - truth and falsehood, and we *must* demand competence from those with responsibility.",negative
it can’t find cure for cancer because it can’t come up with something which doesn’t already exists because it’s just a stupid llm,negative
AI is a tool. It should be used as such.,neutral
"Lol the paper itself is very biased and not really fair, but sure 94% works well for clickbait. If you actually check the paper it shows its focus is on all or nothing, which just doesnt paint the truth, as in reality the work is split across human and machine of where the machine may be able to do 90% of the work, but the last 10% have to be done by a human",positive
"i never understood the ""ai will replace humans""
even if that happens, do you think 90% of humanity will sit home die from hunger wait for ai owners to get richer
?",negative
"I use cursor AI with different LLMs. If I just let it work on existing project, it tries to delete the code that is unrelated to the task or it makes really unreliable and heavy code - for example it almost always makes N+1 problem. So it's very dangerous. I usually use it to repeat some code or for really small localized features and refactoring. Everything else is done manually. And even when I let it do something, I always triple check - basically I use my brain all the time.",negative
"you are insane and clearly biased. i can't believe i use to watch your shows with any sort frequency. what do you mean ""new studies show""?? have you used any of the frontier models that have come out in the past few weeks? 

i hope you and your audience stays at this level of ignorance for as long as possible, it buys the rest of us who's paying attention time.",negative
RLI is now just another hill for agents to climb.,neutral
They fail because they are NOT A.I. they are predictive not truly thinking! They do not comprehend the results they spit out! They have total recall of all of the data they have ever seen/stolen and are trained to predict what comes next in any given scenario. That is not artificial intelligence!,negative
"Weird way to compare, most companies have their own custom AI built around the massive codebase they have. For instance in my current company we have this pretty custom AI model doing phenomenal job when it comes to onboarding new engineers and making them 100% productive right from the day-1. We seniors no longer have to do hand holding of new recruits and only hires those who can effortlessly adapt to such dynamic environment. BTW, ours is not some trillion $$$$$ worth of tech giant but humble product based US company.",positive
Generative AI is really good at language related task . But other cases ... tools will remain the best.,positive
I wonder how this would compare if you used targeted AI models that were trained to preform only the one job assigned to them rather than a general AI model?,neutral
FAULURET! ,neutral
This video doesn't make sense with the new Claude 4.6opus. It's coding ability caused a 285billion dollar market drop in enterprise software.,positive
"I'm sure AI could've done an order of magnitude better on this test if its tasks were broken down into smaller subtasks, if it got better feedback on its failures or better directions, etc. In other words, it still requires significant human supervision. That supervision should ideally be by the one giving the task originally, as involving another intermediary is just adding another human job to the loop, though depending on the time efficiency even the latter can eventually be economical. But currently even with that order of magnitude better success rate AI's results are still not good enough.",positive
Cringe LinkedIn AI-hype posts beg to differ. 😏,neutral
"AI will not replace the entire workforce but they’ll replace all of the entry level and even some senior level positions. By itself AI is a fun gimmick, but give AI to the right person and watch them run crazy. I have a e-commerce company in China and we’ve been able to achieve more with much less by simply automating everything. At the end of the day we are all statistics and everything is based on statistics.",positive
"chatgpt...
Sorry to hear its not working for you, here is a 100% bulletproof version that will work guarenteed",negative
See its reciprocal . . . People are becoming less efficient since they are not stressing themselves for the tasks anymore . . .soon they will be more error prone whereas the AI is learning (training)  . . .AND MANY HARWORKING PPL MAKE BIG IN LIFE .. . . it's never about intelligence! AI Threat to JOBS . . is real !,negative
I think we're about to see the bubble start to burst here around October 2026.,neutral
"Use it for where you're below average yourself. So when you're learning something new, or finding something in a large amounts of documents. If you're below average, ai will give you slightly below average, so you can learn from it",neutral
"Bubble bubble, toil and trouble...

Due respect, but you contributed a lot to the hype you're now condemning.",positive
The question is how a fool like Altman who knows only failure can get into this position? He is no messiah of tech he is a placed goofball of tech! Remember loopt?,negative
"Even though AI is good at writing, video production, and visual creation, it lacks creativity. Everything it produces is a derivative of some other work and loops in a recursive circle of similarity. I've started to notice tons of YouTubers have started using AI for their scripts, and it is so glaringly obvious. It's unnatural and weird language. The media that truly captures the imagination and is unique will be human created, whether with assistance or whole original. The issue I see, is that companies might jump on the bandwagon for years and fire all people with the actual skills, thereby defacto killing and removing the knowledge and skills from the marketplace.",positive
If they cared about us they'd be working on medicine instead of models that can edit you into a movie...,positive
"What folks miss here is that the 4% success rate isn't going to stop the investment rush. If the 4% that succeeds is vastly more profitable than the others who fail, any company that isn't at least making an effort to try to be that 4% will be passed over by big investors. Every public statement will still be about implementing AI to improve efficiency and profit and the AI gold rush bubble will continue to be propped up. Look not to failure, but rather what success looks like. If that success isn't worth it, then the system will collapse. Big reason why laws, regulation, and tax systems play a huge role as they also contribute to this calculous.",positive
"That's not really important though, tech always advances when we push it. It's like saying the first airplane sucked because it barely flew off the ground. But we kept at it and now have jets that can fly across the world. It takes time and AI is very new, functionally for most people it's around 2 years old.",negative
"It's been interesting to watch the weird evolution and now subsequent attrition of channels specifically on ""AI"" that came out of the ""framework"" after the OAI ChatGPT reveal in 2022. It definitely gave birth to several categories of ""new kind of guy"". 
I can't remember if I had found you before all of that sh!t hit the scene or not but; what I can say is, you've proven your authenticity with consistency and an innate transparency with what you produce. It was interesting to see/ notice that attrition in my own channel subs, who I've kept around, who I haven't  and how long or when did I finally un-sub.
Oh! Remember the bald guy who started wearing a StarTrek  uniform in every video who eventually ended up like quitting his ""Big Tech"" job in the city because he wanted to ""down-size"" by moving to a small town and working remotely; some of the ""interviews"" he landed with certain people could be hilariously surreal at times when he'd say or ask something that was just so beyond the pale of the expectations and implications of the current tech and the person he's interviewing has this sudden realization of, ""Oh, I'm not talking to a very smart person am I?""",positive
"Current AI models have been crafted in the image of their creators - all data, no understanding",negative
Why aren't there tons of studies comparing real world work instead of simulated? Well because that wouldn't be good for marketability,negative
"8:06 even language models specifically trained to play chess fail to learn the underlying rules of chess, not just conversational chatbots...
Source: a paper titled ""Verification of the Implicit World Model in a Generative Model via Adversarial Sequences"" (arXiv:2602.05903)",negative
Like if you're like us who wants this AI fiasco to fail.,negative
"4% is high, 20% displacdment is equal to the great depression.",positive
"""climate change and cure cancer"" hasnt solved a single medical use case and is actively destroying the environment.",negative
Sounds like AI is very much like our politicians and corporate leaders: great at manipulating language but completely incompetent,negative
"Deep Blue beat Gary Kasparov decades ago and now AI can't really play chess??? I don't understand, so they're just creating learning model without incorporating previous proven knowledge base?",positive
"I have zero financial interest in saying that, as a user, Claude Code is really, really good. Expensive as hell as soon as you move beyond the ""Pro"" tier, but it's undeniably really, really good at what it does.
All we need is what it does now, plus occasionally updating it for new languages and frameworks, and we've got something so powerful that it fundamentally transforms how software development is done. It is just spicy AutoComplete at the end of the day, so it doesn't replace programmers, but for a programmer, it's very spicy.",positive
"Using AI, yeah. 

The thing can’t get shit right, 

“Generate a purple crayon.”

*generates an orange crayon*

“Why did you do that, I asked for a purple crayon.”

*Regenerates Orange crayon with 15!different tips*

“No, what is this? I asked for a simple purple crayon.”

*Generates Half purple crayon with Orange body*

“no.”

AI: “I’m sorry you’re frustrated, please telling me what I’m doing wrong so I can fix it.”

*One rant and ask for it to generate a purple crayon*

*Generates orange crayon with 30 purple tips hanging off the crayon*",negative
Does it matter? They look at the profit margins for not having to pay people they can't help themselves. It doesn't work well till suddenly a new update is good enough.,positive
So called AI companies coming to take down this video!,neutral
"11:38 ""that's Yann LeeCoon"" Nope, it's not pronounced like that. It's more like the end of: ""Harlequin"", so: ""Lequin""",positive
"Haha, its not human vs AI but human working with AI. Could you all stop with this nonsense?",negative
Wow 🎉 Great Video,positive
Can't wait for this age of human history to come crashing down in spectacular fashion.,neutral
"AI is like a tool, saying that  AI is bad at tasks is like saying it's it's the hammer fault the nail gets crooked. 

AI is a mirror, if you say that it is stupid (like most people do) what does that say about most people",negative
Always nice PDF's talk about stuff they don't even understand 😂,positive
"Every time I hear a billionaire speak, I know that his ""we"" doesn't include us.",neutral
"As long as I can goon with it, there's a 100% success rate in my book.",positive
"They need to keep it going or the stock market could crash, then again the big one is coming and people just be shocked and the question after it happens is ""What happened? Why? Who?"". Then the government will announce some sort of change and bailout or reform lol.",negative
Well done on this one,positive
"I haven't read the paper but so much of the effectiveness is how you break up the task into manageable tasks, how you prompt it, and then iterate on those prompts to get a high quality output. In the last 3 months AI has improved dramatically at performing tasks. Just this week, I created a human-in-the-loop strategy that streamlined a process that a colleague told me would take them 2 months with the support of another staff member. I completed the task this week by myself between meetings. Frankly, it would have been completed even more quickly but this was a first attempt at using it for this task, so I was manually auditing its work to be sure it was accurate.",positive
LOL!! Got an AI ad before the video started!! 🤣🤣,positive
There’s a typo in one of the thumbnails. Says Frelancer (missing an E). Just letting you know 👍🏻,negative
"That's an interesting benchmark, since the tasks are pretty self-contained.
The failures are pretty surprising too, corrupted file formats seem like an easy to verify property an agent should be able to perform.
I have a strong intuition that if a spec was built iteratively around the common failure modes the success rate would be much higher.",positive
"As per your titles? yea 100% can attest to it. I grilled GPT hard to see how good it is as a ""tool"" nothing more. Querying the LLM for basic reference information in the field of IT which has static, and verifiable rules, should be easy for an LLM to answer correctly. it was incorrect about 85% of the time. I then layed into the LLM hard; pointing out its inadequate results. It finally had to admit that it was a ""inference"" engine...which is a fancy word for ""make shit up and fill in the blanks"". Even if i explicitly told the LLM ""NO INFERENCE, NO DRIFT""..it would still do it lol. Useless as far as i am concerned.",negative
So what does mean for me as an 18 year old with no skill so far still within school,negative
"You need to do a video on AI psychosis where people believe everything will be replaced by AI , it seems Elon is deep into this AI psychosis",neutral
Ai is a tool for making pre-first draft of anything,neutral
Not to dunk on this fancy fancy research but most complex jobs where AI aids are still very iterative and not complete replacement. It will get there... eventually.,neutral
"Better to ask, how many humans can be replaced with one human armed with ai?  I think you will get some scary numbers.  If you get ""2"" as an answer, that is 50% of a specialized workforce.  I think it is much higher.  Much much higher.  I think the study might have been aimed at unsupervised replacement.  If so, it is accurate but misleading.",negative
So you're telling me there is a chance!,positive
4% success rate.  Sounds like just the thing a bunch of finance bros would use to commit fraud at our expense.,positive
"""Artificial Intelligence"" is a Chatbot with Large Language Modules (large databases of poached data - mostly made up, false, and disinformation). You ask it a question, it queries the database and shits out an answer. If it cannot find an answer, it will fabricate one. Like a narcissist; it has an answer for everything, but knows nothing. Creating Slop 10/10. Intelligence 0/10.",positive
"Add that the tasks are all one-off. If part of a broader, strategic piece of work where all tasks must align or co-ordinate intelligently over time, AI cannot do it, cannot remember. Most white collar jobs involve some of this. Most coding, most planning, most writing, accounting. Most blue collar jobs cannot be done with AI. If you include all these jobs, what does that 4 per cent drop to?",positive
This might be beneath you but Arc Raiders players are reporting having vivid dream about the game. Might make an interesting video about what this game is doing to a group of people.,positive
"Not sure how the models were promted but out of my own experience, you need to spend a lot of time to prompt the tool to get results you need. I have created a working tool/system to populate ETF buying signals, risk/reward ratio tool in excel, risk management tool and few dozen dashboards and indicators in Trading Vies using chatGPT. Sure it took couple of months to get where I wanted to be (I had no programming experience in python, pinescript - still don't, so it was by trial and error - my logic -> chat's proposals, back and forth), but in total I paid say 100$. Had I worked with professionals I would have to pay couple of k if not more... So yes, perhaps the CURRENT outputs of AI models are subpar to a human but it will all change with the evolution of agents.",positive
"If my managers valued my potential as much as they do for AI's, I'd be getting promoted for 4% of my current productivity.",positive
"Elevator operators weren't ""replaced"", they were displaced... by the people using the elevator. The elevator didn't start making decisions by itself. AI is the same. It won't replace jobs, just make them easier for a lower skilled person to perform.",positive
"Codex helped me build an entire program in a matter of a week on my own, something that previously would have taken a whole team and months to build. I don’t think AI will replace humans. It just makes it easier for us to build things. The real issue is figuring out what’s good and what’s slop.",positive
"Well.. people think that since AI can produce sentences that sort of make sense then programming as a discipline will be replaced by AI-generated code. And even _if_ (and that's a massive _if_) the AI can produce code that works _to some degree_ it's structure is so convoluted and the general quality is so low it is just not usable in any time stretch beyond ""here and now"". Problems start with quality of the code itself and end up in security and performance - two integral parts of any computer system. This year, 2026, I was given a piece of code to cleanup after some vibe coder. It took me 5h to fully understand what the hell this thing is doing, how it is doing and then about 20 minutes to scrape it all off and write it properly. And it actually works 100% of the time compared to 50/50 before. I think we, software developers, are safe for at least another decade or so. I can't even agree on the educational part of AI vibe coding. It will produce half-brain-dead-AI-like idiots.",negative
feeling a little bit relaxed,positive
@Twominutepapers,neutral
so you can confirm its already replacing 4% of jobs fully and better,positive
"Seedance 2.0 would disagree. 

It is a budget saving tool, which is what is measured in capitalism.",negative
The only thing AI is successful - Deep Fakes 😭,negative
